security,name,file,status,rows
LTF IB Equity,L&T Finance Ltd,LTF-IB-Equity.csv,downloaded,2325
LTFOODS IB Equity,LT Foods Ltd,LTFOODS-IB-Equity.csv,downloaded,3478
LTM IB Equity,LTIMindtree Ltd,LTM-IB-Equity.csv,downloaded,1102
LTTS IB Equity,L&T Technology Services Ltd,LTTS-IB-Equity.csv,downloaded,1059
MAHGL IB Equity,Mahanagar Gas Ltd,MAHGL-IB-Equity.csv,downloaded,1115
MANKIND IB Equity,Mankind Pharma Ltd,MANKIND-IB-Equity.csv,too_short,0
MANYAVAR IB Equity,Vedant Fashions Ltd,MANYAVAR-IB-Equity.csv,too_short,0
MAPMYIND IB Equity,CE Info Systems Ltd,MAPMYIND-IB-Equity.csv,too_short,0
MAST IB Equity,Mastek Ltd,MAST-IB-Equity.csv,downloaded,5220
MAXF IB Equity,Max Financial Services Ltd,MAXF-IB-Equity.csv,downloaded,5224
MAXHEALT IB Equity,Max Healthcare Institute Ltd,MAXHEALT-IB-Equity.csv,downloaded,92
MAZDOCKS IB Equity,Mazagon Dock Shipbuilders Ltd,MAZDOCKS-IB-Equity.csv,downloaded,57
MCX IB Equity,Multi Commodity Exchange of In,MCX-IB-Equity.csv,downloaded,2184
MDA IB Equity,Minda Corp Ltd,MDA-IB-Equity.csv,downloaded,1451
MEDANTA IB Equity,Global Health Ltd/India,MEDANTA-IB-Equity.csv,too_short,0
MEDPLUS IB Equity,Medplus Health Services Ltd,MEDPLUS-IB-Equity.csv,too_short,0
METROHL IB Equity,Metropolis Healthcare Ltd,METROHL-IB-Equity.csv,downloaded,425
MGFL IB Equity,Manappuram Finance Ltd,MGFL-IB-Equity.csv,downloaded,4584
MHS IB Equity,Maharashtra Seamless Ltd,MHS-IB-Equity.csv,downloaded,5204
MHSC IB Equity,Maharashtra Scooters Ltd,MHSC-IB-Equity.csv,downloaded,5187
MM IB Equity,Mahindra & Mahindra Ltd,MM-IB-Equity.csv,downloaded,5226
MMFS IB Equity,Mahindra & Mahindra Financial,MMFS-IB-Equity.csv,downloaded,3669
MOFS IB Equity,Motilal Oswal Financial Servic,MOFS-IB-Equity.csv,downloaded,3297
MOTHERSO IB Equity,Samvardhana Motherson Internat,MOTHERSO-IB-Equity.csv,downloaded,5033
MPHL IB Equity,Mphasis Ltd,MPHL-IB-Equity.csv,downloaded,5210
MRCO IB Equity,Marico Ltd,MRCO-IB-Equity.csv,downloaded,5139
MRF IB Equity,MRF Ltd,MRF-IB-Equity.csv,downloaded,5224
MRL IB Equity,Chennai Petroleum Corp Ltd,MRL-IB-Equity.csv,downloaded,5225
MRPL IB Equity,Mangalore Refinery & Petrochem,MRPL-IB-Equity.csv,downloaded,5225
MSIL IB Equity,Maruti Suzuki India Ltd,MSIL-IB-Equity.csv,downloaded,4347
MSUMI IB Equity,Motherson Sumi Wiring India Lt,MSUMI-IB-Equity.csv,too_short,0
MUTH IB Equity,Muthoot Finance Ltd,MUTH-IB-Equity.csv,downloaded,2395
NACL IB Equity,National Aluminium Co Ltd,NACL-IB-Equity.csv,downloaded,5225
NAM IB Equity,Nippon Life India Asset Manage,NAM-IB-Equity.csv,downloaded,783
NARH IB Equity,Narayana Hrudayalaya Ltd,NARH-IB-Equity.csv,downloaded,1235
NAVA IB Equity,Nava Ltd,NAVA-IB-Equity.csv,downloaded,4905
NBCC IB Equity,NBCC India Ltd,NBCC-IB-Equity.csv,downloaded,2162
NEST IB Equity,Nestle India Ltd,NEST-IB-Equity.csv,downloaded,5225
NETM IB Equity,Network18 Media & Investments,NETM-IB-Equity.csv,downloaded,3447
NETWEB IB Equity,Netweb Technologies India Ltd,NETWEB-IB-Equity.csv,too_short,0
NEWGEN IB Equity,Newgen Software Technologies L,NEWGEN-IB-Equity.csv,downloaded,724
NFIL IB Equity,Navin Fluorine International L,NFIL-IB-Equity.csv,downloaded,4287
NHPC IB Equity,NHPC Ltd,NHPC-IB-Equity.csv,downloaded,2812
NIACL IB Equity,New India Assurance Co Ltd/The,NIACL-IB-Equity.csv,downloaded,777
NIVABUPA IB Equity,Niva Bupa Health Insurance Co,NIVABUPA-IB-Equity.csv,too_short,0
NJCC IB Equity,NCC Ltd/India,NJCC-IB-Equity.csv,downloaded,5086
NLC IB Equity,NLC India Ltd,NLC-IB-Equity.csv,downloaded,5219
NLL IB Equity,Neuland Laboratories Ltd,NLL-IB-Equity.csv,downloaded,5205
NMDC IB Equity,NMDC Ltd,NMDC-IB-Equity.csv,downloaded,4728
NSLNISP IB Equity,NMDC Steel Ltd,NSLNISP-IB-Equity.csv,too_short,0
NTCPH IB Equity,Natco Pharma Ltd,NTCPH-IB-Equity.csv,downloaded,5151
NTPC IB Equity,NTPC Ltd,NTPC-IB-Equity.csv,downloaded,4009
NTPCGREE IB Equity,NTPC Green Energy Ltd,NTPCGREE-IB-Equity.csv,too_short,0
NUVAMA IB Equity,Nuvama Wealth Management Ltd,NUVAMA-IB-Equity.csv,too_short,0
NUVOCO IB Equity,Nuvoco Vistas Corp Ltd,NUVOCO-IB-Equity.csv,too_short,0
NYKAA IB Equity,FSN E-Commerce Ventures Ltd,NYKAA-IB-Equity.csv,too_short,0
OBER IB Equity,Oberoi Realty Ltd,OBER-IB-Equity.csv,downloaded,2530
OFSS IB Equity,Oracle Financial Services Soft,OFSS-IB-Equity.csv,downloaded,4603
OINL IB Equity,Oil India Ltd,OINL-IB-Equity.csv,downloaded,2793
OLAELEC IB Equity,Ola Electric Mobility Ltd,OLAELEC-IB-Equity.csv,too_short,0
OLECTRA IB Equity,Olectra Greentech Ltd,OLECTRA-IB-Equity.csv,downloaded,4760
ONESOURC IB Equity,Onesource Specialty Pharma Ltd,ONESOURC-IB-Equity.csv,too_short,0
ONGC IB Equity,Oil & Natural Gas Corp Ltd,ONGC-IB-Equity.csv,downloaded,5225
PAG IB Equity,Page Industries Ltd,PAG-IB-Equity.csv,downloaded,3419
PARADEEP IB Equity,Paradeep Phosphates Ltd,PARADEEP-IB-Equity.csv,too_short,0
PATANJAL IB Equity,Patanjali Foods Ltd,PATANJAL-IB-Equity.csv,downloaded,5129
PAYTM IB Equity,One 97 Communications Ltd,PAYTM-IB-Equity.csv,too_short,0
PCBL IB Equity,PCBL CHEMICAL Ltd,PCBL-IB-Equity.csv,downloaded,5015
PEPL IB Equity,Prestige Estates Projects Ltd,PEPL-IB-Equity.csv,downloaded,2525
PFIZ IB Equity,Pfizer Ltd,PFIZ-IB-Equity.csv,downloaded,5224
PG IB Equity,Procter & Gamble Hygiene & Hea,PG-IB-Equity.csv,downloaded,5225
PGEL IB Equity,PG Electroplast Ltd,PGEL-IB-Equity.csv,downloaded,2295
PHNX IB Equity,Phoenix Mills Ltd/The,PHNX-IB-Equity.csv,downloaded,4727
PI IB Equity,PI Industries Ltd,PI-IB-Equity.csv,downloaded,4620
PIDI IB Equity,Pidilite Industries Ltd,PIDI-IB-Equity.csv,downloaded,5219
PIRPHARM IB Equity,Piramal Pharma Ltd,PIRPHARM-IB-Equity.csv,too_short,0
PLM IB Equity,Poly Medicure Ltd,PLM-IB-Equity.csv,downloaded,4577
PLNG IB Equity,Petronet LNG Ltd,PLNG-IB-Equity.csv,downloaded,4165
PNB IB Equity,Punjab National Bank,PNB-IB-Equity.csv,downloaded,4647
PNBHOUSI IB Equity,PNB Housing Finance Ltd,PNBHOUSI-IB-Equity.csv,downloaded,1030
POLICYBZ IB Equity,PB Fintech Ltd,POLICYBZ-IB-Equity.csv,too_short,0
POLYCAB IB Equity,Polycab India Ltd,POLYCAB-IB-Equity.csv,downloaded,424
POONAWAL IB Equity,Poonawalla Fincorp Ltd,POONAWAL-IB-Equity.csv,downloaded,4597
POWERIND IB Equity,Hitachi Energy India Ltd,POWERIND-IB-Equity.csv,downloaded,190
POWF IB Equity,Power Finance Corp Ltd,POWF-IB-Equity.csv,downloaded,3434
PREMIERE IB Equity,Premier Energies Ltd,PREMIERE-IB-Equity.csv,too_short,0
PRJ IB Equity,Praj Industries Ltd,PRJ-IB-Equity.csv,downloaded,5020
PSYS IB Equity,Persistent Systems Ltd,PSYS-IB-Equity.csv,downloaded,2669
PTCIL IB Equity,PTC Industries Ltd,PTCIL-IB-Equity.csv,downloaded,1438
PVRINOX IB Equity,PVR Inox Ltd,PVRINOX-IB-Equity.csv,downloaded,3716
PWGR IB Equity,Power Grid Corp of India Ltd,PWGR-IB-Equity.csv,downloaded,3280
RAILTEL IB Equity,Railtel Corp of India Ltd,RAILTEL-IB-Equity.csv,too_short,0
RAINBOW IB Equity,Rainbow Children's Medicare Lt,RAINBOW-IB-Equity.csv,too_short,0
RBK IB Equity,RBL Bank Ltd,RBK-IB-Equity.csv,downloaded,1074
RCF IB Equity,Rashtriya Chemicals & Fertiliz,RCF-IB-Equity.csv,downloaded,5224
RDCK IB Equity,Radico Khaitan Ltd,RDCK-IB-Equity.csv,downloaded,4360
RECL IB Equity,REC Ltd,RECL-IB-Equity.csv,downloaded,3170
REDI IB Equity,Redington Ltd,REDI-IB-Equity.csv,downloaded,3439
RELIANCE IB Equity,Reliance Industries Ltd,RELIANCE-IB-Equity.csv,downloaded,5226
RHIM IB Equity,Rhi Magnesita India Ltd,RHIM-IB-Equity.csv,downloaded,2183
RITE IB Equity,RITES Ltd,RITE-IB-Equity.csv,downloaded,619
RLXF IB Equity,Relaxo Footwears Ltd,RLXF-IB-Equity.csv,downloaded,4862
RMKF IB Equity,Ramkrishna Forgings Ltd,RMKF-IB-Equity.csv,downloaded,4139
RPWR IB Equity,Reliance Power Ltd,RPWR-IB-Equity.csv,downloaded,3191
RRKABEL IB Equity,RR Kabel Ltd,RRKABEL-IB-Equity.csv,too_short,0
RVNL IB Equity,Rail Vikas Nigam Ltd,RVNL-IB-Equity.csv,downloaded,427
SAGILITY IB Equity,Sagility Ltd,SAGILITY-IB-Equity.csv,too_short,0
SAIL IB Equity,Steel Authority of India Ltd,SAIL-IB-Equity.csv,downloaded,5225
SAILIFE IB Equity,SAI Life Sciences Ltd,SAILIFE-IB-Equity.csv,too_short,0
SAMMAANC IB Equity,Sammaan Capital Ltd,SAMMAANC-IB-Equity.csv,downloaded,1839
SAPPHIRE IB Equity,Sapphire Foods India Ltd,SAPPHIRE-IB-Equity.csv,too_short,0
SBICARD IB Equity,SBI Cards & Payment Services L,SBICARD-IB-Equity.csv,downloaded,200
SBILIFE IB Equity,SBI Life Insurance Co Ltd,SBILIFE-IB-Equity.csv,downloaded,806
SBIN IB Equity,State Bank of India,SBIN-IB-Equity.csv,downloaded,5226
SCHFL IB Equity,Schaeffler India Ltd,SCHFL-IB-Equity.csv,downloaded,5197
SCHN IB Equity,Schneider Electric Infrastruct,SCHN-IB-Equity.csv,downloaded,2176
SEML IB Equity,Sarda Energy & Minerals Ltd,SEML-IB-Equity.csv,downloaded,4853
SFL IB Equity,Sheela Foam Ltd,SFL-IB-Equity.csv,downloaded,1007
SHFL IB Equity,Shriram Finance Ltd,SHFL-IB-Equity.csv,downloaded,5140
SHYAMMET IB Equity,Shyam Metalics & Energy Ltd,SHYAMMET-IB-Equity.csv,too_short,0
SI IB Equity,Supreme Industries Ltd,SI-IB-Equity.csv,downloaded,5224
SIEM IB Equity,Siemens Ltd,SIEM-IB-Equity.csv,downloaded,5225
SIGNATUR IB Equity,SignatureGlobal India Ltd,SIGNATUR-IB-Equity.csv,too_short,0
SJVN IB Equity,SJVN Ltd,SJVN-IB-Equity.csv,downloaded,2638
SOBHA IB Equity,Sobha Ltd,SOBHA-IB-Equity.csv,downloaded,3476
SOIL IB Equity,Solar Industries India Ltd,SOIL-IB-Equity.csv,downloaded,3658
SONACOMS IB Equity,Sona Blw Precision Forgings Lt,SONACOMS-IB-Equity.csv,too_short,0
SRCM IB Equity,Shree Cement Ltd,SRCM-IB-Equity.csv,downloaded,5177
SRF IB Equity,SRF Ltd,SRF-IB-Equity.csv,downloaded,5207
SSOF IB Equity,Sonata Software Ltd,SSOF-IB-Equity.csv,downloaded,5225
STARHEAL IB Equity,Star Health & Allied Insurance,STARHEAL-IB-Equity.csv,too_short,0
SUEL IB Equity,Suzlon Energy Ltd,SUEL-IB-Equity.csv,downloaded,3770
SUMICHEM IB Equity,Sumitomo Chemical India Ltd,SUMICHEM-IB-Equity.csv,downloaded,234
SUNP IB Equity,Sun Pharmaceutical Industries,SUNP-IB-Equity.csv,downloaded,5225
SUNTV IB Equity,Sun TV Network Ltd,SUNTV-IB-Equity.csv,downloaded,3646
SWANCORP IB Equity,Swan Corp Ltd,SWANCORP-IB-Equity.csv,downloaded,4581
SWIGGY IB Equity,Swiggy Ltd,SWIGGY-IB-Equity.csv,too_short,0
SWSOLAR IB Equity,Sterling and Wilson Renewable,SWSOLAR-IB-Equity.csv,downloaded,341
SYNG IB Equity,Syngene International Ltd,SYNG-IB-Equity.csv,downloaded,1334
SYRMA IB Equity,Syrma SGS Technology Ltd,SYRMA-IB-Equity.csv,too_short,0
TANLA IB Equity,Tanla Platforms Ltd,TANLA-IB-Equity.csv,downloaded,3466
TARIL IB Equity,Transformers & Rectifiers Indi,TARIL-IB-Equity.csv,downloaded,3222
TATA IB Equity,Tata Steel Ltd,TATA-IB-Equity.csv,downloaded,5226
TATACONS IB Equity,Tata Consumer Products Ltd,TATACONS-IB-Equity.csv,downloaded,5225
TATAINVE IB Equity,Tata Investment Corp Ltd,TATAINVE-IB-Equity.csv,downloaded,5160
TATATECH IB Equity,Tata Technologies Ltd,TATATECH-IB-Equity.csv,too_short,0
TBOTEK IB Equity,Tbo Tek Ltd,TBOTEK-IB-Equity.csv,too_short,0
TCOM IB Equity,Tata Communications Ltd,TCOM-IB-Equity.csv,downloaded,5225
TCS IB Equity,Tata Consultancy Services Ltd,TCS-IB-Equity.csv,downloaded,4060
TECHM IB Equity,Tech Mahindra Ltd,TECHM-IB-Equity.csv,downloaded,3556
TECHNOE IB Equity,Techno Electric & Engineering,TECHNOE-IB-Equity.csv,downloaded,516
TEJASNET IB Equity,Tejas Networks Ltd,TEJASNET-IB-Equity.csv,downloaded,872
TELX IB Equity,Tata Elxsi Ltd,TELX-IB-Equity.csv,downloaded,5225
THELEELA IB Equity,Leela Palaces Hotels & Resorts,THELEELA-IB-Equity.csv,too_short,0
TIINDIA IB Equity,Tube Investments of India Ltd,TIINDIA-IB-Equity.csv,downloaded,784
TITAGARH IB Equity,Titagarh Rail System Ltd,TITAGARH-IB-Equity.csv,downloaded,3146
TMKN IB Equity,Timken India Ltd,TMKN-IB-Equity.csv,downloaded,5212
TMPV IB Equity,Tata Motors Passenger Vehicles,TMPV-IB-Equity.csv,downloaded,5225
TMX IB Equity,Thermax Ltd,TMX-IB-Equity.csv,downloaded,5225
TPW IB Equity,Torrent Power Ltd,TPW-IB-Equity.csv,downloaded,3491
TPWR IB Equity,Tata Power Co Ltd/The,TPWR-IB-Equity.csv,downloaded,5226
TRCL IB Equity,Ramco Cements Ltd/The,TRCL-IB-Equity.csv,downloaded,5213
TRENT IB Equity,Trent Ltd,TRENT-IB-Equity.csv,downloaded,5224
TRID IB Equity,Trident Ltd/India,TRID-IB-Equity.csv,downloaded,5030
TRIV IB Equity,Triveni Turbine Ltd,TRIV-IB-Equity.csv,downloaded,2274
TRP IB Equity,Torrent Pharmaceuticals Ltd,TRP-IB-Equity.csv,downloaded,5165
TTAN IB Equity,Titan Co Ltd,TTAN-IB-Equity.csv,downloaded,5225
TTCH IB Equity,Tata Chemicals Ltd,TTCH-IB-Equity.csv,downloaded,5225
TVSHLTD IB Equity,TVS Holdings Ltd,TVSHLTD-IB-Equity.csv,downloaded,5021
TVSL IB Equity,TVS Motor Co Ltd,TVSL-IB-Equity.csv,downloaded,5095
UBBL IB Equity,United Breweries Ltd,UBBL-IB-Equity.csv,downloaded,4522
UCO IB Equity,UCO Bank,UCO-IB-Equity.csv,downloaded,4283
UNBK IB Equity,Union Bank of India Ltd,UNBK-IB-Equity.csv,downloaded,4543
UNITDSPR IB Equity,United Spirits Ltd,UNITDSPR-IB-Equity.csv,downloaded,4790
UNOMINDA IB Equity,UNO Minda Ltd,UNOMINDA-IB-Equity.csv,downloaded,4059
UPLL IB Equity,UPL Ltd,UPLL-IB-Equity.csv,downloaded,5076
USM IB Equity,Usha Martin Ltd,USM-IB-Equity.csv,downloaded,5222
UTCEM IB Equity,UltraTech Cement Ltd,UTCEM-IB-Equity.csv,downloaded,4059
UTIAM IB Equity,UTI Asset Management Co Ltd,UTIAM-IB-Equity.csv,downloaded,57
VBL IB Equity,Varun Beverages Ltd,VBL-IB-Equity.csv,downloaded,1029
VEDL IB Equity,Vedanta Ltd,VEDL-IB-Equity.csv,downloaded,5224
VGRD IB Equity,V-Guard Industries Ltd,VGRD-IB-Equity.csv,downloaded,3169
VMM IB Equity,Vishal Mega Mart Ltd,VMM-IB-Equity.csv,too_short,0
VOLT IB Equity,Voltas Ltd,VOLT-IB-Equity.csv,downloaded,5225
VTEX IB Equity,Vardhman Textiles Ltd,VTEX-IB-Equity.csv,downloaded,5101
WAAREEEN IB Equity,WAAREE Energies Ltd,WAAREEEN-IB-Equity.csv,too_short,0
WELSPUNL IB Equity,Welspun Living Ltd,WELSPUNL-IB-Equity.csv,downloaded,5159
WHIRL IB Equity,Whirlpool of India Ltd,WHIRL-IB-Equity.csv,downloaded,5225
WLCO IB Equity,Welspun Corp Ltd,WLCO-IB-Equity.csv,downloaded,5164
WPL IB Equity,Wockhardt Ltd,WPL-IB-Equity.csv,downloaded,5191
WPRO IB Equity,Wipro Ltd,WPRO-IB-Equity.csv,downloaded,5226
YES IB Equity,Yes Bank Ltd,YES-IB-Equity.csv,downloaded,3837
Z IB Equity,Zee Entertainment Enterprises,Z-IB-Equity.csv,downloaded,5226
ZCVCS IB Equity,ZF Commercial Vehicle Control,ZCVCS-IB-Equity.csv,downloaded,3032
ZEN IB Equity,Zen Technologies Ltd,ZEN-IB-Equity.csv,downloaded,4017
ZENT IB Equity,Zensar Technologies Ltd,ZENT-IB-Equity.csv,downloaded,5224
ZYDUSLIF IB Equity,Zydus Lifesciences Ltd,ZYDUSLIF-IB-Equity.csv,downloaded,5147
ZYWL IB Equity,Zydus Wellness Ltd,ZYWL-IB-Equity.csv,downloaded,4586
